#,label,duration,start time,end time,rms,peak freq(meanentire),fundamental(meanentire),max freq(meanentire),entropy(meanentire),hnr(meanentire),filename
1,nf,0.042,3.9386,3.9806,-57.97,114,104,493,0.161,35.56,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
2,nf,0.022,4.0986,4.1206,-52.07,93,93,264,0.114,33.09,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
3,nf,0.0373,6.7006,6.738,-55.76,112,112,256,0.124,28.17,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
4,nf,0.0246,8.2813,8.306,-59.96,93,93,224,0.123,31.91,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
5,nf,0.0346,10.162,10.1966,-46.7,93,93,214,0.093,30.05,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
6,nf,0.11,13.8713,13.9813,-40.65,95,95,242,0.087,31.62,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
7,nf,0.0173,14.1579,14.1753,-46.1,93,93,281,0.097,32.03,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
8,nf,0.1406,14.7246,14.8653,-41.72,93,93,191,0.083,31.91,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
9,nf,0.0533,15.0286,15.082,-40.28,93,93,187,0.089,29.8,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
10,nf,0.1066,15.24,15.3466,-47.48,93,93,201,0.081,31.63,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
11,nf,0.1026,15.4479,15.5506,-48.21,94,94,208,0.092,31.19,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
12,nf,0.1326,15.6506,15.7833,-47.49,93,93,204,0.082,34.72,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
13,nf,0.1046,16.0086,16.1133,-45.76,93,93,193,0.082,30.15,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
14,nf,0.0473,17.4506,17.4979,-52.67,93,93,256,0.11,35.1,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
15,nf,0.1306,17.7966,17.9273,-53.64,93,93,225,0.096,29.42,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
16,nf,0.0193,18.0639,18.0833,-59.17,100,100,243,0.103,32.97,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
17,nf,0.028,18.3599,18.3879,-49.91,93,93,226,0.095,29.9,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
18,nf,0.0246,18.5686,18.5933,-58.28,147,131,347,0.126,29.91,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
19,nf,0.0286,20.0513,20.08,-49.55,93,93,230,0.092,34.78,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
20,nf,0.028,20.4886,20.5166,-49.8,93,93,250,0.089,33.77,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
21,nf,0.2926,21.1673,21.4599,-55.02,127,120,256,0.11,31.52,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
22,nf,0.158,22.0866,22.2446,-55.82,118,119,255,0.11,30.02,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
23,nf,0.046,24.7859,24.8319,-60.53,171,131,336,0.133,36.54,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
24,nf,0.016,25.6106,25.6266,-64.91,253,253,427,0.124,32.57,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
25,nf,0.1546,26.5466,26.7013,-57.78,95,95,255,0.102,28.87,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
26,nf,0.1053,27.3566,27.462,-57.27,93,93,265,0.098,30.79,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
27,nf,0.1226,28.6806,28.8033,-54.54,94,94,228,0.092,32.82,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
28,nf,0.0233,29.1073,29.1306,-61.4,93,93,260,0.119,36.16,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
29,nf,0.0293,29.3846,29.414,-57.19,93,93,262,0.106,39.42,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
30,nf,0.252,29.6326,29.8846,-57.03,145,146,249,0.106,28.58,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
31,nf,0.0393,30.2699,30.3093,-57.26,317,298,500,0.125,35.39,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
32,nf,0.1706,31.5193,31.6899,-45.09,93,93,184,0.081,29.32,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
33,nf,0.3393,32.0886,32.4279,-45.72,96,96,232,0.085,28.95,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
34,nf,0.1353,32.9599,33.0953,-45.17,94,94,226,0.09,30.15,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
35,nf,0.018,33.2373,33.2553,-52.63,97,97,314,0.111,31.04,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
36,nf,0.0266,33.5006,33.5273,-42.47,93,93,233,0.087,32.9,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
37,nf,0.182,34.4186,34.6006,-47.88,94,94,241,0.102,26.63,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
38,nf,0.222,36.2326,36.4546,-41.73,93,93,234,0.086,28.68,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
39,nf,0.0193,36.846,36.8653,-42.62,96,93,275,0.098,30.24,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
40,nf,0.0286,37.0519,37.0806,-47.27,98,98,259,0.095,27.06,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
41,nf,0.0073,37.436,37.4433,-43.19,101,101,304,0.093,26.82,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
42,nf,0.1493,39.3266,39.4759,-45.81,95,95,259,0.09,28.41,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
43,nf,0.3406,40.2753,40.6159,-45.79,102,98,234,0.092,30.32,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
44,nf,0.032,40.7399,40.7719,-49.85,97,98,216,0.143,26.34,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
45,nf,0.2173,41.0673,41.2846,-41.75,93,93,203,0.084,30.65,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
46,nf,0.0586,41.9266,41.9853,-45.69,98,98,258,0.101,36.36,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
47,nf,0.4506,42.3873,42.8379,-48.34,95,95,196,0.09,24.32,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
48,nf,0.0306,43.6206,43.6513,-47.56,93,93,245,0.087,30.99,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
49,nf,0.1793,44.0513,44.2306,-45.13,95,95,203,0.082,29.07,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
50,nf,0.0306,44.452,44.4826,-45.23,93,93,219,0.091,29.38,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
51,nf,0.032,45.1673,45.1993,-48,93,93,204,0.096,32.07,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
52,nf,0.0273,45.3673,45.3946,-51,93,93,270,0.098,33.95,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
53,nf,0.022,45.6506,45.6726,-55.53,93,93,264,0.09,33.27,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
54,nf,0.3433,46.3853,46.7286,-54.97,95,94,203,0.09,31.51,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
55,nf,0.0333,47.8233,47.8566,-52.07,93,93,262,0.085,29.38,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
56,nf,0.0093,48.3273,48.3366,-57.78,93,93,281,0.106,33.17,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
57,nf,0.0146,48.9193,48.9339,-59.44,93,93,232,0.105,32.87,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
58,nf,0.1406,49.5386,49.6793,-56.83,93,93,254,0.087,27.16,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
59,nf,0.036,49.8586,49.8946,-56.92,93,93,236,0.113,34.94,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
60,nf,0.0333,50.1826,50.216,-58.09,93,93,277,0.121,24.51,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
61,nf,0.0306,51.5253,51.556,-53.84,203,188,327,0.132,30.01,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
62,nf,0.0186,52.1259,52.1446,-58.58,93,93,248,0.135,31.53,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
63,nf,0.1693,52.936,53.1053,-51.53,95,95,230,0.083,27.58,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
64,nf,0.0393,53.4826,53.5219,-53.74,95,95,192,0.134,24.6,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
65,nf,0.1793,53.6473,53.8266,-56.5,97,97,256,0.094,29.17,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
66,nf,0.192,54.0239,54.216,-54.52,94,94,208,0.084,28.12,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
67,nf,0.2326,55.5,55.7326,-56.62,93,93,234,0.139,32.57,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
68,nf,0.128,56.6499,56.778,-56.63,94,94,230,0.122,27.56,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
69,nf,0.1606,57.3326,57.4933,-58.57,160,162,287,0.137,30.96,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
70,nf,0.2146,59.6653,59.8799,-54.73,130,110,236,0.141,30.7,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
71,nf,0.184,60.5799,60.764,-56.11,94,94,231,0.09,30.5,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
72,nf,0.0446,61.444,61.4886,-56.95,93,93,268,0.131,33.82,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
73,nf,0.4853,62.6933,63.1786,-54.63,108,109,229,0.123,31.2,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
74,nf,0.398,63.3799,63.778,-54.04,101,102,232,0.121,29.65,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
75,nf,0.356,64.1566,64.5126,-53.79,94,94,206,0.102,30.62,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
76,nf,0.026,66.4213,66.4473,-57.04,120,120,283,0.102,34.04,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
77,SN,0.0286,66.7853,66.8139,-54.78,698,512,882,0.14,37.63,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
78,nf,0.3606,67.5359,67.8966,-56.88,133,131,276,0.101,28.54,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
79,SN,0.0326,68.012,68.0446,-53.35,1043,1043,1252,0.125,38.78,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
80,nf,0.4793,68.1279,68.6073,-58.76,136,127,264,0.101,28.7,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
81,nf,0.05,69.1093,69.1593,-59.64,93,93,252,0.119,30.66,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
82,nf,0.1653,70.1093,70.2746,-56.04,95,95,242,0.09,30.13,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
83,nf,0.3633,71.3259,71.6893,-51.9,94,94,200,0.085,26.08,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
84,nf,0.1253,72.594,72.7193,-52.81,98,98,198,0.094,29.78,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
85,nf,0.1186,73.1599,73.2786,-48.99,93,93,213,0.095,31.6,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
86,nf,0.22,73.8786,74.0986,-53.94,99,95,209,0.107,29.5,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
87,nf,0.0533,74.9546,75.0079,-51.26,94,94,225,0.092,29.99,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
88,nf,0.274,75.3853,75.6593,-53.63,93,93,207,0.089,27.95,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
89,nf,0.166,76.288,76.454,-51.61,93,93,216,0.093,30.06,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
90,nf,0.23,77.3993,77.6293,-55.98,111,98,243,0.102,30.76,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
91,nf,0.0373,77.86,77.8973,-51.62,117,93,250,0.097,31.79,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
92,nf,0.1333,78.5339,78.6673,-48.12,107,101,244,0.092,32.5,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
93,nf,0.3266,78.984,79.3106,-51.4,94,94,197,0.092,29.27,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
94,nf,0.0293,79.5733,79.6026,-52.92,132,98,270,0.096,35.28,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
95,nf,0.0253,83.2826,83.3079,-58.89,93,93,274,0.106,29.09,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
96,nf,0.1426,83.5206,83.6633,-55.99,93,93,247,0.09,31.25,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
97,nf,0.0346,86.0606,86.0953,-56.88,93,93,279,0.096,34.32,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
98,nf,0.138,86.1326,86.2706,-55.66,110,102,231,0.092,28.63,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
99,nf,0.0246,86.4779,86.5026,-60.85,93,93,318,0.116,27.15,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
100,nf,0.0346,86.8533,86.888,-47.51,93,93,283,0.092,32.4,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
101,nf,0.0533,87.888,87.9413,-59.37,434,387,693,0.157,28.67,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
102,nf,0.0353,88.0359,88.0713,-54.54,93,93,251,0.121,36.24,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
103,nf,0.1606,90.1653,90.3259,-57.56,153,142,321,0.115,31.81,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
104,nf,0.028,91.0426,91.0706,-54.13,93,93,233,0.13,36.09,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
105,nf,0.0426,91.9499,91.9926,-58.32,93,93,275,0.127,36.11,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
106,nf,0.0513,92.7626,92.8139,-51.21,93,93,250,0.093,34.1,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
107,SN,0.0386,97.0893,97.1279,-46.49,1114,1109,1363,0.149,33.91,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
108,nf,0.046,100.608,100.6539,-58.28,93,93,274,0.124,36.36,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
109,nf,0.0306,101.0993,101.1299,-52.68,93,93,259,0.117,29.76,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
110,nf,0.03,102.0486,102.0786,-58.56,93,93,271,0.122,38.4,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
111,nf,0.1213,104.3639,104.4853,-61.37,221,311,411,0.29,33.74,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
112,nf,0.12,104.9726,105.0926,-57.8,161,161,311,0.119,34.56,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
113,nf,0.0146,106.1373,106.152,-59.53,93,93,277,0.126,34.63,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
114,nf,0.174,109.8973,110.0713,-55.48,107,104,277,0.131,28.95,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
115,nf,0.2953,110.4346,110.7299,-56.44,131,118,279,0.162,28.03,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
116,nf,0.0193,111.3846,111.4039,-53.46,103,103,300,0.137,32.27,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
117,nf,0.6606,111.984,112.6446,-47.32,97,96,170,0.105,31.13,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
118,nf,0.0306,113.3733,113.4039,-53.3,93,93,285,0.108,29.7,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
119,nf,0.16,113.8559,114.0159,-51.05,117,102,244,0.108,31.17,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
120,nf,0.0233,115.9366,115.9599,-50.89,93,93,250,0.092,34.56,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
121,nf,0.022,116.1933,116.2153,-48.45,99,99,339,0.111,31.57,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
122,SN,0.0246,118.0253,118.0499,-53.77,1187,1187,1418,0.14,36.43,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
123,nf,0.03,120.6326,120.6626,-59.1,93,93,305,0.136,34.82,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
124,SN,0.0353,121.0859,121.1213,-47.59,1241,1241,1449,0.13,38.15,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
125,nf,0.1466,124.0713,124.2179,-58.84,101,102,235,0.11,27.34,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
126,nf,0.1,128.7633,128.8633,-56.52,93,93,267,0.09,30.61,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
127,nf,0.0286,129.2026,129.2313,-51.49,93,93,264,0.093,34.02,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
128,SN,0.038,129.8873,129.9253,-50.31,1018,988,1323,0.182,28.63,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
129,nf,0.144,130.2746,130.4186,-56.41,104,104,253,0.091,32.59,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
130,nf,0.2866,130.5733,130.86,-57.86,106,106,244,0.098,28.89,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
131,nf,0.0493,131.276,131.3253,-57.5,532,524,667,0.127,34.98,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
132,nf,0.218,131.5746,131.7926,-58.27,189,180,318,0.11,29.1,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
133,nf,0.1413,132.0253,132.1666,-57.54,183,161,383,0.126,31.66,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
134,nf,0.4353,132.49,132.9253,-55.6,146,146,281,0.101,31.14,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
135,nf,0.0573,133.4246,133.482,-55.4,211,211,362,0.125,32.95,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
136,nf,0.13,133.9333,134.0633,-56.84,94,94,222,0.12,32.05,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
137,nf,0.0266,134.8506,134.8773,-59.64,93,93,299,0.134,28.54,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
138,nf,0.0346,135.1173,135.152,-57.07,298,281,451,0.121,34.29,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
139,nf,0.0306,135.46,135.4906,-59.13,374,268,588,0.153,33.5,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
140,nf,0.042,135.7053,135.7473,-56.44,200,185,373,0.144,31.96,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
141,nf,0.0206,135.8906,135.9113,-55.21,93,93,243,0.101,30.51,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
142,nf,0.03,136.0426,136.0726,-54.51,93,93,267,0.128,33.44,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
143,nf,0.114,136.786,136.9,-58.17,93,93,242,0.108,32.02,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
144,nf,0.0333,138.5846,138.618,-56.45,127,97,292,0.101,35.88,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
145,nf,0.1553,143.2626,143.4179,-55.26,94,94,247,0.097,32.48,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
146,nf,0.032,146.6093,146.6413,-55.47,93,93,243,0.1,33.48,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
147,nf,0.264,147.6633,147.9273,-56.62,93,93,238,0.101,32.47,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
148,nf,0.0333,148.302,148.3353,-60.7,93,93,270,0.131,32.53,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
149,nf,0.032,148.9479,148.98,-51.69,93,93,246,0.136,35.87,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
150,nf,0.2146,149.656,149.8706,-56.59,181,147,303,0.1,30.05,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
151,SN,0.038,151.5973,151.6353,-49.04,1136,1112,1333,0.135,39.97,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
152,SN,0.036,151.7233,151.7593,-49.2,979,1016,1198,0.13,35.13,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
153,nf,0.046,154.098,154.144,-60.58,96,96,294,0.131,32.27,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
154,nf,0.104,154.8146,154.9186,-54.03,93,93,249,0.093,31.27,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
155,nf,0.0333,155.732,155.7653,-57.77,93,93,253,0.11,29.35,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
156,nf,0.128,156.5086,156.6366,-56.6,94,94,252,0.094,29.31,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
157,nf,0.0306,156.9686,156.9993,-62.17,145,145,349,0.124,33.38,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
158,nf,0.0373,157.0693,157.1066,-59.23,236,236,422,0.119,33.36,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
159,nf,0.4333,157.8226,158.256,-55.97,99,96,229,0.098,29.17,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
160,SN,0.0326,158.4479,158.4806,-50.11,993,953,1209,0.14,35.27,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
161,SN,0.048,158.5466,158.5946,-48.3,772,759,965,0.133,36.71,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
162,SN,0.0446,158.6526,158.6973,-42.75,739,739,952,0.135,36.88,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
163,SN,0.0386,160.7233,160.762,-46.7,1112,1100,1372,0.152,34.6,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
164,SN,0.0406,160.876,160.9166,-46.55,1113,1121,1382,0.147,34.18,C:\Users\vdemartsev\Documents\Thermal\Audio for thermal\190619_Whiskers\1008.WAV
