 ,Area,Min,Max,Median,Slice
607,50,13536,13934,13709,970
608,50,13512,13926,13698,971
609,50,13499,13896,13681,972
610,50,13492,13833,13666,973
611,50,13507,13880,13672,974
612,50,13580,13893,13761,975
613,50,13691,13877,13773,976
614,50,13548,13852,13697,977
615,50,13632,13920,13778,978
616,50,13633,13920,13763,979
617,50,13633,13944,13794,980
618,50,13660,13956,13777,981
619,50,13710,13987,13856,982
620,50,13706,13979,13886,983
621,50,13717,13978,13861,984
622,50,13720,14018,13920,985
623,50,13692,14007,13855,986
624,50,13701,14004,13863,987
625,50,13748,13980,13910,988
626,50,13730,13981,13913,989
627,50,13730,14021,13920,990
628,50,13702,14001,13884,991
629,50,13716,13995,13864,992
630,50,13674,13994,13826,993
631,50,13683,14015,13847,994
632,50,13701,13994,13850,995
633,50,13699,13997,13846,996
634,50,13729,13999,13895,997
635,50,13708,13987,13851,998
636,50,13731,13986,13873,999
637,50,13709,13988,13868,1000
638,50,13687,13962,13848,1001
639,50,13668,13954,13804,1002
640,50,13683,13941,13808,1003
641,50,13655,13947,13812,1004
642,50,13650,13937,13763,1005
643,50,13656,13940,13807,1006
644,50,13510,13767,13671,1010
645,50,13625,13808,13735,1012
646,50,13640,13783,13734,1013
647,50,13623,13801,13754,1014
648,50,13607,13825,13748,1015
649,50,13533,13796,13741,1016
650,50,13567,13801,13735,1017
651,50,13563,13823,13757,1018
652,50,13631,13827,13761,1019
653,50,13625,13817,13758,1020
654,50,13686,13820,13774,1021
655,50,13623,13809,13760,1022
656,50,13631,13817,13780,1023
657,50,13523,13806,13775,1024
658,50,13554,13847,13780,1025
659,50,13728,13854,13801,1027
660,50,13610,13832,13734,1028
661,50,13581,13849,13753,1029
662,50,13576,13812,13766,1030
663,50,13578,13851,13766,1031
664,50,13594,13842,13780,1032
665,50,13623,13853,13780,1033
666,50,13607,13850,13771,1034
667,50,13650,13851,13782,1035
668,50,13550,13859,13766,1036
669,50,13584,13858,13771,1037
670,50,13584,13863,13789,1038
671,50,13710,13888,13820,1039
672,50,13641,13890,13825,1040
673,50,13662,13890,13834,1041
674,50,13640,13880,13834,1042
675,50,13614,13883,13833,1043
676,50,13691,13895,13847,1044
677,50,13631,13932,13838,1045
678,50,13591,13898,13802,1046
679,50,13593,13908,13793,1047
680,50,13612,13904,13794,1048
681,50,13617,13905,13811,1049
682,50,13648,13912,13845,1050
683,50,13640,13908,13847,1051
684,50,13616,13908,13828,1052
685,50,13628,13914,13800,1053
686,50,13635,13904,13853,1054
687,50,13642,13920,13814,1055
688,50,13620,13911,13817,1056
689,50,13662,13926,13861,1057
690,50,13679,13929,13867,1058
691,50,13663,13931,13863,1059
692,50,13658,13914,13858,1060
693,50,13677,13925,13855,1061
694,50,13678,13935,13869,1062
695,50,13689,13926,13877,1063
696,50,13685,13911,13849,1064
697,50,13649,13923,13852,1065
698,50,13607,13890,13786,1066
699,50,13586,13912,13813,1067
700,50,13586,13902,13797,1068
701,50,13622,13902,13831,1069
702,50,13624,13903,13789,1070
703,50,13556,13882,13745,1071
704,50,13550,13882,13741,1072
705,50,13496,13861,13677,1073
706,50,13549,13880,13727,1074
707,50,13559,13877,13787,1075
708,50,13559,13863,13754,1076
709,50,13530,13889,13738,1077
710,50,13548,13886,13763,1078
711,50,13549,13886,13748,1079
712,50,13612,13903,13820,1080
713,50,13580,13908,13791,1081
714,50,13560,13915,13772,1082
715,50,13573,13918,13803,1083
716,50,13532,13935,13769,1084
717,50,13540,13917,13777,1085
718,50,13550,13930,13758,1086
719,50,13540,13917,13752,1087
720,50,13561,13924,13763,1088
721,50,13542,13923,13761,1089
722,50,13602,13917,13810,1090
723,50,13620,13926,13814,1091
724,50,13598,13926,13768,1092
725,50,13607,13927,13815,1093
726,50,13586,13928,13785,1094
727,50,13622,13936,13781,1095
728,50,13623,13921,13781,1096
729,50,13624,13939,13802,1097
730,50,13637,13933,13821,1098
731,50,13603,13929,13808,1099
732,50,13609,13918,13810,1100
733,50,13597,13930,13815,1101
734,50,13645,13914,13843,1102
735,50,13616,13911,13829,1103
736,50,13636,13932,13812,1104
737,50,13638,13924,13835,1105
738,50,13625,13919,13813,1106
739,50,13639,13919,13813,1107
740,50,13603,13909,13807,1108
741,50,13580,13904,13767,1109
742,50,13578,13878,13793,1110
743,50,13568,13860,13786,1111
744,50,13578,13865,13787,1112
745,50,13572,13865,13775,1113
746,50,13581,13868,13807,1114
747,50,13550,13855,13761,1115
748,50,13580,13861,13809,1116
749,50,13568,13850,13812,1117
750,50,13567,13865,13801,1118
751,50,13643,13870,13815,1119
752,50,13635,13874,13806,1120
753,50,13621,13874,13801,1121
754,50,13567,13886,13801,1122
755,50,13617,13903,13824,1123
756,50,13567,13899,13822,1124
757,50,13599,13898,13806,1125
758,50,13590,13923,13797,1126
759,50,13599,13926,13787,1127
760,50,13604,13934,13807,1128
761,50,13625,13945,13827,1129
762,50,13640,13935,13840,1130
763,50,13660,13942,13867,1131
764,50,13643,13947,13868,1132
765,50,13740,13949,13892,1133
766,50,13609,13942,13863,1134
767,50,13614,13951,13866,1135
768,50,13643,13938,13874,1136
769,50,13631,13937,13873,1137
770,50,13629,13928,13849,1138
771,50,13633,13927,13867,1139
772,50,13665,13934,13858,1140
773,50,13686,13934,13837,1141
774,50,13607,13909,13835,1142
775,50,13585,13919,13819,1143
776,50,13592,13912,13793,1144
777,50,13590,13914,13769,1145
778,50,13571,13903,13758,1146
779,50,13613,13900,13801,1147
780,50,13625,13883,13814,1148
781,50,13569,13869,13759,1149
782,50,13610,13866,13788,1150
783,50,13521,13838,13751,1151
784,50,13561,13860,13757,1152
785,50,13588,13871,13784,1153
786,50,13535,13845,13745,1154
787,50,13522,13839,13758,1155
788,50,13519,13839,13736,1156
789,50,13545,13841,13775,1157
790,50,13544,13843,13765,1158
791,50,13565,13845,13766,1159
792,50,13570,13878,13773,1160
793,50,13583,13893,13789,1161
794,50,13615,13903,13829,1162
795,50,13605,13913,13852,1163
796,50,13623,13923,13849,1164
797,50,13626,13939,13845,1165
798,50,13619,13951,13861,1166
799,50,13639,13929,13867,1167
800,50,13632,13938,13863,1168
801,50,13639,13941,13841,1169
802,50,13642,13935,13840,1170
803,50,13588,13926,13793,1171
804,50,13642,13930,13833,1172
805,50,13637,13940,13841,1173
806,50,13652,13937,13846,1174
807,50,13640,13947,13841,1175
808,50,13639,13934,13830,1176
809,50,13644,13956,13863,1177
810,50,13641,13949,13859,1178
811,50,13634,13942,13845,1179
812,50,13612,13925,13830,1180
813,50,13617,13935,13819,1181
814,50,13598,13933,13825,1182
815,50,13693,13954,13861,1183
816,50,13633,13951,13836,1184
817,50,13710,13954,13878,1185
818,50,13662,13953,13848,1186
819,50,13703,13946,13858,1187
820,50,13707,13949,13851,1188
821,50,13701,13957,13863,1189
822,50,13694,13952,13868,1190
823,50,13700,13962,13853,1191
824,50,13683,13960,13862,1192
825,50,13664,13961,13855,1193
826,50,13660,13954,13853,1194
827,50,13661,13940,13847,1195
828,50,13601,13924,13811,1196
829,50,13650,13929,13826,1197
830,50,13638,13920,13826,1198
831,50,13632,13911,13819,1199
832,50,13616,13904,13809,1200
833,50,13573,13875,13790,1201
834,50,13658,13890,13828,1202
835,50,13631,13899,13835,1203
836,50,13609,13893,13819,1204
837,50,13620,13880,13803,1205
838,50,13658,13895,13814,1206
839,50,13579,13888,13803,1207
840,50,13576,13880,13806,1208
841,50,13588,13885,13814,1209
842,50,13606,13890,13817,1210
843,50,13630,13913,13817,1211
844,50,13617,13903,13824,1212
845,50,13609,13925,13829,1213
846,50,13599,13932,13802,1214
847,50,13635,13942,13839,1215
848,50,13659,13962,13842,1216
849,50,13685,13980,13869,1217
850,50,13723,13975,13897,1218
851,50,13721,13972,13894,1219
852,50,13604,13955,13835,1220
853,50,13697,13979,13902,1221
854,50,13703,14016,13899,1222
855,50,13664,13991,13883,1223
856,50,13713,14009,13923,1224
857,50,13746,14016,13946,1225
858,50,13745,14024,13926,1226
859,50,13681,13999,13926,1227
860,50,13655,13978,13895,1228
861,50,13629,13973,13881,1229
862,50,13670,13960,13885,1230
863,50,13664,13961,13880,1231
864,50,13638,13942,13844,1232
865,50,13618,13947,13815,1233
866,50,13629,13941,13848,1234
867,50,13619,13930,13853,1235
868,50,13711,13937,13855,1236
869,50,13721,13947,13862,1237
870,50,13622,13938,13839,1238
871,50,13644,13941,13845,1239
872,50,13650,13939,13845,1240
873,50,13729,13973,13877,1241
874,50,13698,13976,13883,1242
875,50,13648,13961,13851,1243
876,50,13701,13967,13892,1244
877,50,13669,13969,13875,1245
878,50,13671,14010,13910,1246
879,50,13663,14019,13910,1247
880,50,13689,13992,13895,1248
881,50,13650,14019,13894,1249
882,50,13648,14014,13891,1250
883,50,13635,14015,13890,1251
884,50,13740,14013,13930,1252
885,50,13648,14017,13891,1253
886,50,13772,14013,13937,1254
887,50,13688,14023,13890,1255
888,50,13742,14042,13923,1256
889,50,13739,14029,13927,1257
890,50,13750,14053,13957,1258
891,50,13748,14041,13959,1259
892,50,13831,14047,13981,1260
893,50,13772,14059,13977,1261
894,50,13765,14057,13963,1262
895,50,13752,14036,13960,1263
896,50,13741,14051,13953,1264
897,50,13732,14028,13951,1265
898,50,13718,14019,13908,1266
899,50,13722,14026,13913,1267
900,50,13697,14005,13881,1268
901,50,13684,14006,13880,1269
902,50,13671,13996,13857,1270
903,50,13695,13984,13875,1271
904,50,13702,13985,13913,1272
905,50,13731,13979,13900,1273
906,50,13703,13971,13883,1274
907,50,13663,13955,13884,1275
908,50,13683,13954,13878,1276
909,50,13643,13939,13856,1277
910,50,13646,13940,13857,1278
911,50,13625,13935,13847,1279
