 ,Area,Min,Max,Median,Slice
151,50,11219,12466,12113,765
152,50,11191,12382,12159,766
153,50,11245,12460,12148,767
154,50,11206,12411,12186,768
155,50,11177,12403,12178,769
156,50,11184,12413,12175,770
157,50,11199,12431,12184,771
158,50,11193,12476,12188,772
159,50,11246,12498,12217,773
160,50,11194,12497,12216,774
161,50,11211,12499,12222,775
162,50,11362,12517,12218,776
163,50,11215,12531,12231,777
164,50,11294,12558,12229,778
165,50,11181,12584,12238,779
166,50,11206,12518,12282,780
167,50,11181,12509,12248,781
168,50,11187,12525,12250,782
169,50,11180,12526,12213,783
170,50,11160,12529,12214,784
171,50,11177,12536,12262,785
172,50,11213,12520,12246,786
173,50,11227,12522,12232,787
174,50,11217,12524,12208,788
175,50,11177,12521,12245,789
176,50,11177,12529,12227,790
177,50,11269,12534,12249,791
178,50,11159,12541,12269,792
179,50,11169,12541,12269,793
180,50,11267,12529,12168,794
181,50,11258,12536,12187,795
182,50,11275,12540,12190,796
183,50,11335,12519,12203,797
184,50,11356,12510,12224,798
185,50,11364,12529,12237,799
186,50,11367,12542,12242,800
187,50,11213,12538,12242,801
188,50,11377,12524,12252,802
189,50,11488,12524,12250,803
190,50,11258,12544,12240,804
191,50,11243,12534,12233,805
192,50,11244,12526,12200,806
193,50,11226,12548,12196,807
194,50,11360,12532,12224,808
195,50,11355,12528,12233,809
196,50,11357,12531,12234,810
197,50,11355,12541,12240,811
198,50,11229,12530,12275,812
199,50,11228,12543,12269,813
200,50,11313,12538,12274,814
201,50,11320,12550,12264,815
202,50,11208,12537,12293,816
203,50,11211,12522,12260,817
204,50,11226,12527,12262,818
205,50,11257,12499,12252,819
206,50,11183,12499,12256,820
207,50,11370,12494,12269,821
208,50,11383,12481,12255,822
209,50,11368,12488,12246,823
210,50,11326,12502,12253,824
211,50,11313,12489,12250,825
212,50,11332,12481,12245,826
213,50,11293,12475,12212,827
214,50,11230,12440,12198,828
215,50,11289,12438,12230,829
216,50,11281,12420,12241,830
217,50,11278,12426,12230,831
218,50,11332,12421,12236,832
219,50,11368,12404,12206,833
220,50,11174,12305,12096,834
221,50,11160,12277,11357,963
222,50,11161,12355,11635,964
223,50,11162,12320,11559,965
224,50,11152,12382,11595,966
225,50,11148,12380,11319,967
226,50,11156,12415,11678,968
227,50,11141,12427,11675,969
228,50,11147,12368,11832,970
229,50,11148,12374,11927,971
230,50,11138,12343,11748,972
231,50,11141,12338,11759,973
232,50,11139,12350,11355,974
233,50,11138,12373,11508,975
234,50,11139,12409,11559,976
235,50,11138,12421,11626,977
236,50,11139,12420,11240,978
237,50,11128,12419,11253,979
238,50,11134,12423,11320,980
239,50,11128,12421,11541,981
240,50,11143,12391,11304,982
241,50,11133,12390,11255,983
242,50,11140,12338,11193,984
243,50,11147,12361,11176,985
244,50,11157,12304,11194,986
245,50,11139,12205,11178,987
246,50,11160,12397,11274,988
247,50,11156,12280,11200,989
248,50,11155,12413,11273,990
249,50,11163,12435,11221,991
250,50,11172,12474,11633,992
251,50,11162,12412,11481,993
252,50,11163,12421,11669,994
253,50,11166,12440,11498,995
254,50,11169,12456,11641,996
255,50,11159,12434,11899,997
256,50,11163,12456,11908,998
257,50,11164,12433,11888,999
258,50,11161,12427,11815,1000
259,50,11165,12420,11780,1001
260,50,11162,12438,11884,1002
261,50,11160,12442,11714,1003
262,50,11166,12433,11841,1004
263,50,11160,12485,11956,1005
264,50,11160,12475,12001,1006
265,50,11161,12473,11995,1007
266,50,11165,12453,11948,1008
267,50,11164,12441,11870,1009
268,50,11168,12414,11501,1010
269,50,11153,12416,11274,1011
270,50,11167,12427,11640,1012
271,50,11164,12394,11442,1013
272,50,11145,12397,11385,1014
273,50,11154,12293,11217,1015
274,50,11120,12363,11556,1016
275,50,11151,12379,11238,1017
276,50,11139,12293,11215,1018
277,50,11162,12251,11194,1019
278,50,11168,12319,11258,1020
279,50,11160,12310,11221,1021
280,50,11161,12337,11303,1022
281,50,11169,12341,11436,1023
282,50,11158,12323,11365,1024
283,50,11171,12303,11294,1026
284,50,11163,12315,11260,1027
285,50,11170,12292,11214,1028
286,50,11168,12313,11444,1029
287,50,11156,12345,11484,1030
288,50,11177,12376,11458,1031
289,50,11167,12428,11678,1032
290,50,11181,12419,11660,1042
291,50,12499,12727,12648,1154
292,50,12433,12755,12631,1156
293,50,12457,12723,12607,1157
294,50,12030,12552,12404,1159
295,50,12157,12666,12510,1160
296,50,12222,12659,12507,1161
297,50,12277,12679,12518,1162
298,50,12405,12826,12627,2002
299,50,12359,12821,12602,2003
300,50,12583,12868,12697,2004
301,50,12576,12871,12720,2005
302,50,12611,12905,12756,2006
303,50,12577,12797,12648,2007
304,50,12444,12850,12626,2008
305,50,12453,12841,12623,2009
306,50,12377,12716,12489,2010
307,50,12141,12659,12501,2011
308,50,12393,12705,12544,2012
309,50,12361,12668,12539,2013
310,50,12353,12648,12584,2014
311,50,12230,12628,12552,2015
312,50,12354,12609,12533,2016
313,50,12296,12489,12426,2017
314,50,11970,12294,12123,2018
315,50,11764,12432,12262,2019
316,50,11392,12537,12237,2020
317,50,11294,12530,12224,2021
318,50,11232,12463,12217,2022
319,50,11113,12409,12190,2023
320,50,11020,12416,12145,2024
321,50,10980,12495,12159,2025
322,50,10979,12497,12240,2026
323,50,10986,12511,12279,2027
324,50,10975,12505,12261,2028
325,50,10978,12483,12226,2029
326,50,10983,12494,12242,2030
327,50,10999,12522,12278,2031
328,50,11007,12531,12308,2032
329,50,11037,12525,12318,2033
330,50,11016,12531,12347,2034
331,50,11136,12533,12357,2035
332,50,11039,12619,12407,2036
333,50,11004,12652,12413,2037
334,50,11075,12641,12439,2038
335,50,11051,12623,12437,2039
336,50,11042,12625,12406,2040
337,50,11043,12623,12345,2041
338,50,11140,12654,12422,2042
339,50,11482,12655,12415,2043
340,50,11170,12651,12451,2044
341,50,11159,12660,12445,2045
342,50,11398,12669,12438,2046
343,50,11216,12660,12448,2047
344,50,11044,12627,12457,2048
345,50,11025,12648,12440,2049
346,50,11002,12644,12317,2050
347,50,11003,12619,12407,2051
348,50,10996,12615,12368,2052
349,50,11010,12654,12387,2053
350,50,10996,12632,12350,2054
351,50,11010,12628,12437,2055
352,50,11009,12620,12417,2056
353,50,11006,12580,12373,2057
354,50,11005,12533,12352,2058
355,50,11001,12521,12319,2059
356,50,11000,12519,12322,2060
357,50,10985,12528,12342,2061
358,50,11018,12544,12374,2062
359,50,11022,12519,12354,2063
360,50,11007,12498,12244,2064
361,50,11002,12508,12266,2065
362,50,11013,12506,12184,2066
363,50,10990,12515,12165,2067
364,50,10991,12538,12146,2068
365,50,10994,12563,12284,2069
366,50,10993,12574,12239,2070
367,50,11067,12575,12432,2071
368,50,11067,12575,12432,2072
369,50,11067,12575,12432,2073
370,50,11013,12575,12346,2074
371,50,11067,12575,12432,2075
372,50,11067,12575,12432,2076
373,50,11067,12575,12432,2077
374,50,11067,12575,12432,2078
375,50,11067,12575,12432,2079
376,50,11067,12575,12432,2080
377,50,11067,12575,12432,2081
378,50,11067,12575,12432,2082
379,50,11067,12575,12432,2083
380,50,11067,12575,12432,2084
381,50,11067,12575,12432,2085
382,50,11067,12575,12432,2086
383,50,11067,12575,12432,2087
384,50,11067,12575,12432,2088
385,50,11067,12575,12432,2089
386,50,11067,12575,12432,2090
387,50,11067,12575,12432,2091
388,50,11067,12575,12432,2092
389,50,11067,12575,12432,2093
390,50,11067,12575,12432,2094
391,50,11067,12575,12432,2095
392,50,11067,12575,12432,2096
393,50,11067,12575,12432,2097
394,50,11067,12575,12432,2098
395,50,11067,12575,12432,2099
396,50,11067,12575,12432,2100
397,50,11067,12575,12432,2101
398,50,11067,12575,12432,2102
399,50,11067,12575,12432,2103
400,50,11013,12575,12346,2104
401,50,11067,12575,12432,2105
402,50,12388,12793,12697,2106
403,50,12487,12800,12752,2107
404,50,12449,12819,12737,2108
405,50,12337,12843,12724,2109
406,50,12385,12844,12764,2110
407,50,12342,12877,12731,2111
408,50,12442,12895,12782,2112
409,50,12408,12864,12712,2113
410,50,12527,12815,12716,2114
411,50,12207,12715,12543,2117
412,50,12388,12835,12637,2118
413,50,12628,13003,12757,2119
414,50,12467,12879,12659,2120
415,50,12437,12779,12627,2121
416,50,12430,12894,12690,2122
417,50,12438,12883,12678,2123
418,50,12463,12820,12665,2124
419,50,12394,12824,12637,2125
420,50,12439,12820,12669,2126
421,50,12543,12950,12712,2127
422,50,12662,13015,12760,2128
423,50,12576,12971,12759,2129
424,50,12534,12933,12741,2130
425,50,12522,12887,12724,2131
426,50,12463,12903,12726,2132
427,50,12451,12895,12728,2133
428,50,12411,12866,12684,2134
429,50,12372,12850,12578,2135
430,50,12398,12804,12632,2136
431,50,12342,12794,12544,2137
432,50,12311,12728,12530,2138
433,50,12245,12749,12536,2139
434,50,12334,12768,12554,2140
435,50,12228,12707,12474,2141
436,50,12282,12727,12513,2142
437,50,12342,12852,12656,2143
438,50,12331,12802,12639,2144
439,50,12320,12807,12592,2145
440,50,12329,12826,12628,2146
441,50,12323,12815,12569,2147
442,50,12359,12797,12599,2148
443,50,12308,12801,12557,2149
444,50,12332,12785,12528,2150
445,50,12331,12779,12524,2151
446,50,12314,12804,12543,2152
447,50,12352,12814,12593,2153
448,50,12370,12795,12537,2154
449,50,12302,12784,12582,2155
450,50,12321,12815,12592,2156
451,50,12424,12871,12662,2157
452,50,12440,13043,12649,2158
453,50,12546,13007,12800,3002
454,50,12505,12976,12813,3003
455,50,12565,12943,12822,3004
456,50,12539,12923,12776,3005
457,50,12498,12928,12727,3006
458,50,12562,12887,12724,3007
459,50,12519,12897,12746,3008
460,50,12453,12903,12733,3009
461,50,12477,12863,12694,3010
462,50,12452,12860,12639,3011
463,50,12351,12796,12564,3012
464,50,12369,12816,12582,3013
465,50,12574,12966,12802,3015
466,50,12735,13055,12908,3016
467,50,12553,12891,12673,3017
468,50,12391,12853,12651,3018
469,50,12226,12840,12458,3019
470,50,12209,12872,12437,3020
471,50,12325,12825,12566,3021
472,50,12355,12849,12660,3022
473,50,12336,12843,12488,3023
474,50,12297,12847,12503,3024
475,50,12314,12827,12555,3025
476,50,12327,12807,12592,3026
477,50,12402,12804,12708,3027
478,50,12341,12777,12558,3028
479,50,12406,12832,12701,3029
480,50,12393,12885,12697,3030
481,50,12420,12919,12728,3031
482,50,12353,12929,12655,3032
483,50,12343,12974,12606,3033
484,50,12359,12980,12645,3034
485,50,12391,12962,12743,3035
486,50,12349,13018,12651,3036
487,50,12398,12990,12712,3037
488,50,12341,12942,12598,3038
489,50,12498,12930,12817,3039
490,50,12369,12858,12641,3040
491,50,12420,12882,12639,3041
492,50,12507,12866,12746,3042
493,50,12486,12878,12720,3043
494,50,12362,12853,12602,3044
495,50,12387,12821,12693,3045
496,50,12307,12826,12636,3046
497,50,12229,12838,12628,3047
498,50,12209,12815,12554,3048
499,50,12208,12778,12616,3049
500,50,12193,12785,12623,3050
501,50,12195,12738,12574,3051
502,50,12190,12747,12531,3052
503,50,12197,12758,12593,3053
504,50,12205,12710,12502,3054
505,50,12193,12690,12534,3055
506,50,12174,12676,12475,3056
507,50,12186,12730,12587,3057
508,50,12188,12765,12559,3058
509,50,12240,12804,12643,3059
510,50,12184,12802,12650,3060
511,50,12161,12811,12511,3061
512,50,12167,12823,12663,3062
513,50,12172,12794,12575,3063
514,50,12177,12808,12497,3064
515,50,12179,12812,12682,3065
516,50,12244,12756,12673,3066
517,50,12220,12758,12606,3067
518,50,12190,12762,12681,3068
519,50,12204,12783,12695,3069
520,50,12182,12786,12570,3070
521,50,12328,12815,12661,3071
522,50,12198,12810,12602,3072
523,50,12236,12779,12573,3073
524,50,11948,12703,12477,3074
525,50,11173,12714,12430,3096
526,50,11165,12732,12429,3097
527,50,11185,12704,12504,3098
528,50,11163,12647,12456,3099
529,50,11167,12632,12401,3100
530,50,11173,12605,12365,3101
531,50,11155,12632,12346,3102
532,50,11154,12668,12458,3105
533,50,11152,12653,12345,3106
534,50,11154,12627,12419,3107
535,50,11151,12617,12360,3108
536,50,11160,12614,12320,3109
537,50,11155,12615,12319,3110
538,50,11152,12617,12347,3111
539,50,11143,12661,12379,3112
540,50,11135,12673,12402,3113
541,50,11142,12655,12421,3114
542,50,11157,12680,12401,3115
543,50,11155,12676,12430,3121
544,50,11142,12695,12427,3123
545,50,11140,12679,12415,3125
546,50,11150,12664,12431,3126
547,50,11167,12669,12418,3130
548,50,11169,12642,12430,3131
549,50,11174,12653,12426,3132
550,50,11267,12711,12540,3135
551,50,11231,12702,12521,3136
552,50,11610,12686,12517,3137
553,50,11679,12682,12518,3138
554,50,11339,12669,12486,3139
555,50,11336,12643,12445,3140
556,50,11457,12651,12509,3141
557,50,11449,12603,12483,3142
558,50,11407,12597,12456,3143
559,50,11448,12591,12466,3144
560,50,11451,12580,12434,3145
561,50,11496,12563,12417,3146
562,50,11468,12573,12443,3147
563,50,11423,12608,12442,3148
564,50,11501,12626,12509,3149
565,50,11456,12656,12520,3150
566,50,11516,12675,12555,3151
567,50,11652,12703,12572,3152
568,50,11443,12729,12582,3153
569,50,11486,12685,12553,3154
570,50,11487,12689,12549,3155
571,50,11429,12689,12565,3156
572,50,11500,12717,12562,3157
573,50,11341,12706,12538,3158
574,50,11546,12799,12582,3159
575,50,11285,12731,12577,3160
576,50,11332,12718,12548,3161
577,50,11294,12736,12562,3162
578,50,11387,12742,12584,3163
579,50,11257,12712,12587,3164
580,50,11803,12713,12497,3165
581,50,11849,12725,12515,3166
582,50,11880,12733,12519,3167
583,50,11931,12724,12527,3168
584,50,11558,12703,12548,3169
585,50,11552,12697,12553,3170
586,50,11640,12701,12567,3171
587,50,11605,12705,12561,3172
588,50,11434,12700,12558,3173
589,50,11478,12706,12497,3174
590,50,11434,12725,12558,3175
591,50,11428,12712,12550,3176
592,50,11466,12717,12554,3177
593,50,11504,12706,12554,3178
594,50,11574,12690,12524,3179
595,50,11564,12675,12525,3180
596,50,11552,12687,12520,3181
597,50,11496,12694,12518,3182
598,50,11465,12699,12526,3183
599,50,11450,12693,12506,3184
600,50,11377,12673,12509,3185
601,50,11355,12661,12462,3186
602,50,11364,12665,12445,3187
603,50,11617,12654,12429,3188
604,50,11523,12655,12470,3189
605,50,11516,12672,12484,3190
606,50,11512,12684,12501,3191
607,50,11670,12736,12492,3192
608,50,11458,12750,12506,3193
609,50,11750,12721,12495,3194
610,50,11423,12693,12483,3195
611,50,11970,12740,12507,3196
612,50,11469,12726,12515,3197
613,50,11429,12724,12520,3198
614,50,11328,12719,12531,3199
615,50,11321,12721,12519,3200
616,50,11285,12714,12533,3201
617,50,11285,12718,12513,3202
618,50,11314,12725,12508,3203
619,50,11492,12711,12503,3204
620,50,11565,12729,12520,3205
621,50,11715,12737,12530,3206
622,50,11808,12724,12492,3207
623,50,11873,12741,12476,3208
624,50,11854,12717,12483,3209
625,50,11855,12712,12482,3210
626,50,11763,12701,12503,3211
627,50,11874,12706,12483,3212
628,50,11824,12718,12477,3213
629,50,11990,12697,12494,3214
630,50,11574,12698,12508,3215
631,50,11641,12674,12522,3216
632,50,11573,12718,12502,3217
633,50,11560,12722,12490,3218
634,50,11541,12699,12496,3219
635,50,11549,12704,12486,3220
636,50,11411,12692,12489,3221
637,50,11304,12685,12461,3222
638,50,11774,12683,12448,3223
639,50,11718,12687,12445,3224
640,50,11209,12587,12442,3229
641,50,11291,12599,12458,3231
642,50,11295,12574,12454,3232
643,50,11353,12598,12349,3233
644,50,12264,12553,12479,3234
645,50,12355,12594,12553,3235
646,50,12478,12682,12614,3236
647,50,12549,12775,12699,3237
648,50,12574,12780,12716,3238
649,50,12322,12795,12636,3239
650,50,12394,12809,12716,3240
651,50,12374,12733,12630,3241
652,50,12370,12729,12640,3242
653,50,12380,12798,12724,3243
654,50,12244,12802,12654,3244
655,50,12250,12783,12588,3245
656,50,12222,12808,12501,3246
657,50,12220,12850,12619,3247
658,50,12323,12788,12694,3248
659,50,12236,12800,12609,3249
660,50,12247,12796,12558,3250
661,50,12208,12718,12500,3251
662,50,12235,12680,12532,3252
663,50,12235,12686,12559,3253
664,50,12239,12719,12571,3254
665,50,12376,12708,12640,3255
666,50,12345,12717,12623,3256
667,50,12411,12748,12645,3257
668,50,12299,12722,12635,3258
669,50,12230,12739,12604,3259
670,50,12244,12727,12605,3260
671,50,12186,12731,12439,3261
672,50,12165,12695,12372,3262
673,50,12163,12676,12370,3263
674,50,12233,12815,12588,3264
675,50,12365,12814,12729,3265
676,50,12374,12840,12713,3266
677,50,12301,12810,12540,3267
678,50,12307,12778,12658,3268
679,50,12312,12727,12623,3269
680,50,12224,12766,12511,3270
681,50,12244,12728,12590,3271
682,50,12232,12749,12560,3272
683,50,12186,12740,12453,3273
684,50,12169,12731,12397,3274
685,50,12284,12801,12640,3275
686,50,12272,12794,12567,3276
687,50,12246,12775,12503,3277
688,50,12436,12756,12609,3278
689,50,12197,12711,12460,3279
690,50,12220,12729,12482,3280
691,50,12208,12744,12489,3281
692,50,12268,12789,12548,3282
693,50,12256,12772,12571,3283
694,50,12394,12817,12634,3284
695,50,12303,12713,12458,3285
696,50,12443,12724,12620,3286
697,50,12442,12738,12542,3287
698,50,12296,12708,12544,3288
699,50,12185,12725,12414,3289
700,50,12427,12713,12539,3290
701,50,12323,12668,12481,3291
702,50,12341,12679,12518,3292
703,50,12287,12612,12483,3293
704,50,12296,12638,12518,3294
705,50,12365,12706,12564,3295
706,50,12328,12738,12465,3768
707,50,12390,12859,12653,3769
708,50,12365,12819,12561,3770
709,50,12333,12772,12541,3771
710,50,12344,12789,12557,3772
711,50,12372,12801,12579,3773
712,50,12396,12820,12552,3774
713,50,12378,12789,12531,3775
714,50,12395,12771,12548,3776
715,50,12397,12847,12608,3777
716,50,12398,12826,12659,3778
717,50,12445,12821,12667,3779
718,50,12454,12811,12647,3780
719,50,12501,12822,12697,3781
720,50,12438,12833,12698,3782
721,50,12448,12840,12680,3783
722,50,12473,12834,12671,3784
723,50,12448,12821,12668,3785
724,50,12490,12850,12697,3786
725,50,12471,12831,12681,3787
726,50,12482,12828,12676,3788
727,50,12414,12819,12599,3789
728,50,12446,12844,12627,3790
729,50,12444,12843,12663,3791
730,50,12475,12844,12707,3792
731,50,12560,12855,12739,3793
732,50,12465,12843,12683,3794
733,50,12512,12838,12718,3795
734,50,12487,12835,12677,3796
735,50,12469,12825,12655,3797
736,50,12488,12814,12652,3798
737,50,12420,12822,12609,3799
738,50,12414,12804,12606,3800
739,50,12397,12801,12588,3801
740,50,12387,12757,12545,3802
741,50,12384,12777,12540,3803
742,50,12453,12809,12635,3804
743,50,12402,12792,12609,3805
744,50,12445,12825,12542,3806
745,50,12384,12802,12560,3807
746,50,12294,12790,12462,3808
747,50,12279,12796,12483,3809
748,50,12307,12774,12520,3810
749,50,12396,12780,12543,3811
750,50,12312,12709,12487,3812
751,50,12316,12709,12505,3813
752,50,12334,12717,12518,3814
753,50,12304,12715,12473,3815
754,50,12353,12741,12514,3816
755,50,12338,12825,12523,3817
756,50,12375,12788,12495,3818
757,50,12380,12794,12513,3819
758,50,12370,12825,12518,3820
759,50,12371,12813,12546,3821
760,50,12355,12818,12552,3822
761,50,12427,12861,12568,3823
762,50,12422,12878,12581,3824
763,50,12398,12858,12580,3825
764,50,12376,12828,12569,3826
765,50,12366,12839,12564,3827
766,50,12380,12816,12566,3828
767,50,12388,12817,12568,3829
768,50,12451,12829,12630,3830
769,50,12440,12858,12597,3831
770,50,12421,12854,12584,3832
771,50,12440,12841,12617,3833
772,50,12417,12835,12602,3834
773,50,12430,12835,12608,3835
774,50,12416,12823,12578,3836
775,50,12438,12835,12605,3837
776,50,12427,12835,12602,3838
777,50,12391,12852,12570,3839
778,50,12383,12830,12571,3840
779,50,12378,12872,12602,3841
780,50,12338,12846,12556,3842
781,50,12436,12846,12622,3843
782,50,12424,12849,12611,3844
783,50,12520,12843,12714,3845
784,50,12444,12850,12651,3846
785,50,12372,12808,12542,3847
786,50,12400,12823,12621,3848
787,50,12433,12809,12605,3849
788,50,12402,12809,12559,3850
789,50,12390,12772,12568,3851
790,50,12359,12760,12521,3852
791,50,12323,12755,12543,3853
792,50,12293,12719,12504,3854
793,50,12327,12708,12495,3855
794,50,12372,12714,12542,3856
795,50,12417,12788,12618,3857
796,50,12404,12785,12599,3858
797,50,12380,12724,12554,3859
798,50,12354,12727,12520,3860
799,50,12365,12742,12531,3861
800,50,12359,12765,12536,3862
801,50,12378,12773,12534,3863
802,50,12329,12788,12533,3864
803,50,12321,12799,12565,3865
804,50,12353,12815,12571,3866
805,50,12338,12756,12505,3867
806,50,12333,12783,12491,3868
807,50,12412,12778,12551,3869
808,50,12340,12779,12530,3870
809,50,12370,12779,12533,3871
810,50,12357,12785,12527,3872
811,50,12331,12791,12530,3873
812,50,12411,12806,12545,3874
813,50,12352,12742,12513,3875
814,50,12342,12806,12526,3876
815,50,12482,12821,12640,3877
816,50,12463,12822,12691,3878
817,50,12399,12710,12589,3879
818,50,12357,12629,12502,4453
819,50,12690,12943,12776,4456
820,50,12442,12847,12599,4457
821,50,12487,12830,12682,4458
822,50,12517,12813,12655,4459
823,50,12502,12760,12651,4460
824,50,12429,12731,12646,4461
825,50,12520,12716,12635,4462
826,50,12386,12707,12612,4463
827,50,12527,12670,12595,4464
828,50,12536,12679,12594,4465
829,50,12334,12672,12590,4466
830,50,12540,12683,12618,4467
831,50,12551,12699,12641,4468
832,50,12618,12724,12660,4469
833,50,12577,12741,12675,4470
834,50,12549,12755,12688,4471
835,50,12425,12757,12699,4472
836,50,12632,12774,12702,4473
837,50,12473,12779,12712,4474
838,50,12513,12828,12726,4475
839,50,12515,12857,12732,4476
840,50,12395,12845,12740,4477
841,50,12547,12846,12748,4478
842,50,12438,12842,12751,4479
843,50,12656,12854,12767,4480
844,50,12568,12869,12770,4481
845,50,12475,12862,12762,4482
846,50,12464,12868,12760,4483
847,50,12398,12908,12749,4484
848,50,12365,12850,12717,4485
849,50,12453,12843,12698,4486
850,50,12364,12793,12677,4487
851,50,12396,12807,12673,4488
852,50,12338,12789,12683,4489
853,50,12459,12816,12693,4490
854,50,12458,12807,12697,4491
855,50,12422,12798,12666,4492
856,50,12403,12786,12671,4493
857,50,12401,12770,12654,4494
858,50,12412,12753,12643,4495
859,50,12311,12776,12623,4496
860,50,12308,12783,12648,4497
861,50,12305,12805,12670,4498
862,50,12427,12819,12691,4499
863,50,12329,12824,12683,4500
864,50,12476,12825,12701,4501
865,50,12319,12812,12684,4502
866,50,12498,12814,12707,4503
867,50,12479,12819,12712,4504
868,50,12351,12816,12702,4505
869,50,12494,12811,12712,4506
870,50,12490,12813,12716,4507
871,50,12474,12821,12728,4508
872,50,12464,12824,12724,4509
873,50,12404,12822,12723,4510
874,50,12387,12823,12722,4511
875,50,12406,12814,12721,4512
876,50,12279,12816,12680,4513
877,50,12490,12816,12724,4514
878,50,12338,12827,12698,4515
879,50,12419,12830,12720,4516
880,50,12362,12825,12716,4517
881,50,12331,12840,12683,4518
882,50,12414,12844,12725,4519
883,50,12384,12839,12719,4520
884,50,12298,12816,12641,4521
885,50,12314,12827,12689,4522
886,50,12310,12818,12634,4523
887,50,12387,12783,12646,4524
888,50,12384,12763,12627,4525
