group;ID;video_file;sub_stack;Slice;Median;seqID;time;m.center;filteredsignal;filt_med;peak;phase;Intensity;Distance;Slope;type;NF;Call.duration;breathidx
2;5;416;IR_2019-06-16_0416_out.csv;2503;1563495173;IR_2019-06-16_0416_out.csv 9;8343333333;-372249347;-491639453;1551556162;4;2;0.809404311;0.5;1.561769001;n;n;;1
2;5;416;IR_2019-06-16_0416_out.csv;2518;1644435604;IR_2019-06-16_0416_out.csv 9;8393333333;437154963;30370198;1631090306;19;3;0.023923181;0.133333333;0.502183829;n;n;;1
2;3;416;IR_2019-06-16_0416_out.csv;2522;1646827922;IR_2019-06-16_0416_out.csv 9;8406666667;461078144;314335477;1632153655;23;1;0.712624829;0.133333333;-4.275748976;n;n;;2
2;3;416;IR_2019-06-16_0416_out.csv;2526;1575565439;IR_2019-06-16_0416_out.csv 9;842;-251546685;72554666;1607975574;27;2;0.584956148;0.166666667;3.287571226;n;n;;2
2;3;416;IR_2019-06-16_0416_out.csv;2531;1634061054;IR_2019-06-16_0416_out.csv 9;8436666667;333409463;300392833;1630759391;32;3;0.031935274;0.666666667;0.121313007;n;n;;2
2;3;416;IR_2019-06-16_0416_out.csv;2551;1637254581;IR_2019-06-16_0416_out.csv 9;8503333333;365344737;317070449;1632427153;52;1;0.890734291;0.4;-2.099805411;n;n;;3
2;3;416;IR_2019-06-16_0416_out.csv;2563;1548181152;IR_2019-06-16_0416_out.csv 9;8543333333;-525389554;-43306167;1557413941;64;2;0.762920596;0.766666667;0.415392196;n;n;;3
2;3;416;IR_2019-06-16_0416_out.csv;2586;1624473212;IR_2019-06-16_0416_out.csv 9;862;237531043;4123507;1601132458;87;3;0.02398665;0.433333333;0.281160685;n;n;;3
2;3;416;IR_2019-06-16_0416_out.csv;2599;1622074547;IR_2019-06-16_0416_out.csv 9;8663333333;213544392;104191329;1611139241;100;1;0.465091077;0.333333333;-0.935815957;n;n;;4
2;3;416;IR_2019-06-16_0416_out.csv;2609;1575565439;IR_2019-06-16_0416_out.csv 9;8696666667;-251546685;-162234115;1584496696;110;2;0.240885585;0.133333333;2.625259943;n;n;;4
2;3;416;IR_2019-06-16_0416_out.csv;2613;1599653998;IR_2019-06-16_0416_out.csv 9;871;-106611;-2312226;1598407882;114;3;0.152204541;0.233333333;1.167167065;n;n;;4
2;3;416;IR_2019-06-16_0416_out.csv;2620;1614874452;IR_2019-06-16_0416_out.csv 9;8733333333;141543442;53873197;1606107427;121;1;0.723423817;0.5;-0.945297306;n;n;;5
2;3;416;IR_2019-06-16_0416_out.csv;2635;154253207;IR_2019-06-16_0416_out.csv 9;8783333333;-581880376;-473334852;1553386622;136;2;0.947225113;0.7;1.182401493;n;n;;5
2;3;416;IR_2019-06-16_0416_out.csv;2656;1637254581;IR_2019-06-16_0416_out.csv 9;8853333333;365344737;410305644;1641750672;157;3;0.103706296;0.966666667;0.039049561;n;n;;5
2;3;416;IR_2019-06-16_0416_out.csv;2685;1647625211;IR_2019-06-16_0416_out.csv 9;895;469051033;320913908;1632811499;186;1;0.784950836;0.7;-1.002733165;n;n;;6
2;3;416;IR_2019-06-16_0416_out.csv;2706;1569130127;IR_2019-06-16_0416_out.csv 9;902;-315899803;-442249168;1556495191;207;2;0.473448776;0.2;2.790611477;n;n;;6
2;3;416;IR_2019-06-16_0416_out.csv;2712;1616475005;IR_2019-06-16_0416_out.csv 9;904;157548973;-3125755;1600407532;213;3;NA;NA;NA;n;n;;6
2;6;418;IR_2019-06-16_0418_out.csv;3129;1781303082;IR_2019-06-16_0418_out.csv 10;1043;-587691201;-977558819;174231632;5;1;0.907354251;0.333333333;-0.711210458;n;n;;1
2;6;418;IR_2019-06-16_0418_out.csv;3139;1690567657;IR_2019-06-16_0418_out.csv 10;1046333333;-1495045452;-14240189;1697670312;15;2;1.564100444;0.233333333;8.285594887;n;n;;1
2;6;418;IR_2019-06-16_0418_out.csv;3146;1846977702;IR_2019-06-16_0418_out.csv 10;1048666667;69054992;-4581025;18396141;22;3;0.101194227;0.533333333;0.219484068;n;n;;1
2;6;418;IR_2019-06-16_0418_out.csv;3162;1857097124;IR_2019-06-16_0418_out.csv 10;1054;170249219;20997417;1861069619;38;1;0.530640117;0.366666667;-2.026637551;n;n;;2
2;6;418;IR_2019-06-16_0418_out.csv;3173;1804033113;IR_2019-06-16_0418_out.csv 10;1057666667;-360390898;-446700378;1795402165;49;2;0.647255982;0.466666667;1.521420963;n;n;;2
2;6;418;IR_2019-06-16_0418_out.csv;3187;1868758711;IR_2019-06-16_0418_out.csv 10;1062333333;286865084;3360908;1873681282;63;3;0.303528525;0.733333333;-0.360105812;n;n;;2
2;6;418;IR_2019-06-16_0418_out.csv;3209;1838405858;IR_2019-06-16_0418_out.csv 10;1069666667;-16663442;205459226;1860618125;85;1;0.406370971;0.233333333;-2.334427654;n;n;;3
2;6;418;IR_2019-06-16_0418_out.csv;3216;1797768761;IR_2019-06-16_0418_out.csv 10;1072;-423034413;-158442007;1824228002;92;2;1.035593099;0.566666667;1.127787913;n;n;;3
2;6;418;IR_2019-06-16_0418_out.csv;3233;1901328071;IR_2019-06-16_0418_out.csv 10;1077666667;612558686;521406648;1892212867;109;3;0.411196559;1.333333333;-0.158547199;n;n;;3
2;6;418;IR_2019-06-16_0418_out.csv;3273;1860208415;IR_2019-06-16_0418_out.csv 10;1091;201362128;47200918;1844792294;149;1;0.585238998;0.2;-4.12123263;n;n;;4
2;6;418;IR_2019-06-16_0418_out.csv;3279;1801684515;IR_2019-06-16_0418_out.csv 10;1093;-38387687;-418874963;1798184706;155;2;0.957726403;0.5;1.885286099;n;n;;4
2;6;418;IR_2019-06-16_0418_out.csv;3294;1897457156;IR_2019-06-16_0418_out.csv 10;1098;573849532;487241867;1888796389;170;3;NA;NA;NA;n;n;;4
2;3;419;IR_2019-06-16_0419_out.csv;3057;1534455323;IR_2019-06-16_0419_out.csv 11;1019;-794913836;-811983964;153274831;8;2;1.035974517;0.566666667;1.786001392;n;n;;1
2;3;419;IR_2019-06-16_0419_out.csv;3074;1638052774;IR_2019-06-16_0419_out.csv 11;1024666667;241060681;16468055;1630414761;25;3;0.103824038;0.766666667;-0.413754017;n;n;;1
2;3;419;IR_2019-06-16_0419_out.csv;3097;1627670371;IR_2019-06-16_0419_out.csv 11;1032333333;137236643;-148918961;159905481;48;1;0.778758956;0.2;-3.829267307;n;n;;2
2;3;419;IR_2019-06-16_0419_out.csv;3103;1549794475;IR_2019-06-16_0419_out.csv 11;1034333333;-641522313;-642537081;1549692998;54;2;1.153520981;1.333333333;0.58818392;n;n;;2
2;3;419;IR_2019-06-16_0419_out.csv;3143;1665146573;IR_2019-06-16_0419_out.csv 11;1047666667;511998668;398047993;1653751506;94;3;0.015910536;0.8;-0.034012373;n;n;;2
2;3;419;IR_2019-06-16_0419_out.csv;3167;1666737627;IR_2019-06-16_0419_out.csv 11;1055666667;527909203;408630603;1654809767;118;1;0.85545338;0.4;-1.896141303;n;n;;3
2;3;419;IR_2019-06-16_0419_out.csv;3179;1581192289;IR_2019-06-16_0419_out.csv 11;1059666667;-327544177;-256360424;1588310664;130;2;0.520701946;0.166666667;3.131790551;n;n;;3
2;3;419;IR_2019-06-16_0419_out.csv;3184;1633262483;IR_2019-06-16_0419_out.csv 11;1061333333;193157769;41372975;1618084004;135;3;0.127874258;0.133333333;-1.079101645;n;n;;3
2;3;419;IR_2019-06-16_0419_out.csv;3188;1620475058;IR_2019-06-16_0419_out.csv 11;1062666667;65283511;43835731;161833028;139;1;0.537594465;0.233333333;-2.292347442;n;n;;4
2;3;419;IR_2019-06-16_0419_out.csv;3195;1566715611;IR_2019-06-16_0419_out.csv 11;1065;-472310954;-33472713;1580473993;146;2;0.609547597;0.3;1.852896005;n;n;;4
2;3;419;IR_2019-06-16_0419_out.csv;3204;1627670371;IR_2019-06-16_0419_out.csv 11;1068;137236643;147532285;1628699935;155;3;NA;NA;NA;n;n;;4
1;1;436;IR_2019-06-17_0436_out.csv;94;1339872301;IR_2019-06-17_0436_out.csv 12;3133333333;-426735229;-407007196;1341845104;5;2;0.437299678;0.166666667;2.405041599;n;n;;1
1;1;436;IR_2019-06-17_0436_out.csv;99;1383602268;IR_2019-06-17_0436_out.csv 12;33;10564449;-166897902;1365856033;10;3;0.303913216;0.9;0.346776783;n;n;;1
1;1;436;IR_2019-06-17_0436_out.csv;126;141399359;IR_2019-06-17_0436_out.csv 12;42;314477665;113126167;139385844;37;1;0.915129067;0.333333333;-2.502896043;n;n;;2
1;1;436;IR_2019-06-17_0436_out.csv;136;1322480683;IR_2019-06-17_0436_out.csv 12;4533333333;-600651402;-57862034;132468379;47;2;0.718123899;0.3;3.128219632;n;n;;2
1;1;436;IR_2019-06-17_0436_out.csv;145;1394293073;IR_2019-06-17_0436_out.csv 12;4833333333;117472497;17993505;1400539329;56;3;0.188806005;0.866666667;0.089532198;n;n;;2
1;1;436;IR_2019-06-17_0436_out.csv;171;1413173674;IR_2019-06-17_0436_out.csv 12;57;306278502;318147885;1414360612;82;1;0.708198652;0.3;-2.921060516;n;n;;3
1;1;436;IR_2019-06-17_0436_out.csv;180;1342353809;IR_2019-06-17_0436_out.csv 12;6;-401920151;-460966857;1336449138;91;2;0.609745098;0.233333333;3.286096404;n;n;;3
1;1;436;IR_2019-06-17_0436_out.csv;187;1403328318;IR_2019-06-17_0436_out.csv 12;6233333333;207824947;155416997;1398087523;98;3;NA;NA;NA;n;n;;3
1;7;439;IR_2019-06-17_0439_out.csv;248;1599653998;IR_2019-06-17_0439_out.csv 13;8266666667;26992129;79104883;1604865273;5;1;0.547004249;0.466666667;-1.416536592;n;n;;1
1;7;439;IR_2019-06-17_0439_out.csv;262;1544953573;IR_2019-06-17_0439_out.csv 13;8733333333;-52001212;-58863729;1538091056;19;2;0.61913546;0.366666667;2.170649613;n;n;;1
1;7;439;IR_2019-06-17_0439_out.csv;273;1606867119;IR_2019-06-17_0439_out.csv 13;91;9912334;154072765;1612362061;30;3;0.08007333;0.666666667;-0.069784174;n;n;;1
1;7;439;IR_2019-06-17_0439_out.csv;293;1614874452;IR_2019-06-17_0439_out.csv 13;9766666667;17919667;207455915;1617700376;50;1;0.731497052;0.566666667;-1.3332029;n;n;;2
1;7;439;IR_2019-06-17_0439_out.csv;310;1541724747;IR_2019-06-17_0439_out.csv 13;1033333333;-552300382;-495076205;1547447164;67;2;0.787503109;0.466666667;1.678140502;n;n;;2
1;7;439;IR_2019-06-17_0439_out.csv;324;1620475058;IR_2019-06-17_0439_out.csv 13;108;235202727;1759397;1614548755;81;3;0.359153713;0.566666667;0.538207201;n;n;;2
1;7;439;IR_2019-06-17_0439_out.csv;341;1656390429;IR_2019-06-17_0439_out.csv 13;1136666667;59435644;416668843;1638621669;98;1;1.154730837;0.3;-3.725872339;n;n;;3
1;7;439;IR_2019-06-17_0439_out.csv;350;1540917345;IR_2019-06-17_0439_out.csv 13;1166666667;-560374397;-439789855;1552975799;107;2;0.779579192;0.766666667;0.784852403;n;n;;3
1;7;439;IR_2019-06-17_0439_out.csv;373;1618875264;IR_2019-06-17_0439_out.csv 13;1243333333;219204796;156039835;1612558768;130;3;NA;NA;NA;n;n;;3
1;7;439;IR_2019-06-17_0439_out.csv;1111;1523943858;IR_2019-06-17_0439_out.csv 14;3703333333;-551726003;-370448882;154207157;12;2;1.483601034;0.266666667;5.215924677;n;n;;1
1;7;439;IR_2019-06-17_0439_out.csv;1119;1672303962;IR_2019-06-17_0439_out.csv 14;373;931875031;826481646;1661764623;20;3;0.039737158;0.333333333;-0.25993474;n;n;;1
1;7;439;IR_2019-06-17_0439_out.csv;1129;1676277677;IR_2019-06-17_0439_out.csv 14;3763333333;971612189;84999652;166411611;30;1;1.458636592;1.033333333;-1.141681883;n;n;;2
1;7;439;IR_2019-06-17_0439_out.csv;1160;1530414018;IR_2019-06-17_0439_out.csv 14;3866666667;-487024403;-441843087;153493215;61;2;0.314704714;0.2;1.988438393;n;n;;2
1;7;439;IR_2019-06-17_0439_out.csv;1166;156188449;IR_2019-06-17_0439_out.csv 14;3886666667;-172319689;-123068416;1566809617;67;3;0.048311214;0.666666667;-0.057145136;n;n;;2
1;7;439;IR_2019-06-17_0439_out.csv;1186;1566715611;IR_2019-06-17_0439_out.csv 14;3953333333;-124008475;-213900322;1557726426;86;1;0.808857306;0.166666667;-4.650443753;n;n;;3
1;7;439;IR_2019-06-17_0439_out.csv;1191;148582988;IR_2019-06-17_0439_out.csv 14;397;-932865781;-565855949;1522530864;91;2;1.226393146;0.4;2.634364112;n;n;;3
1;7;439;IR_2019-06-17_0439_out.csv;1203;1608469195;IR_2019-06-17_0439_out.csv 14;401;293527366;367211371;1615837596;103;3;0.304917867;1.2;-0.593272478;n;n;;3
1;7;439;IR_2019-06-17_0439_out.csv;1239;1577977408;IR_2019-06-17_0439_out.csv 14;413;-11390501;-264493096;1552667149;139;1;1.116775681;0.2;-5.256209123;n;n;;4
1;7;439;IR_2019-06-17_0439_out.csv;1245;146629984;IR_2019-06-17_0439_out.csv 14;415;-1128166182;-925522531;1486564205;145;2;NA;NA;NA;n;n;;4
1;8;440;2650-3239;2661;10308;IR_2019-06-17_0440-Substack (2650-3239).xlsx;887;-1013672316;-1071957525;1024971479;5;2;0.596;0.533333333;1.078088235;n;n;;1
1;8;440;2650-3239;2677;10904;IR_2019-06-17_0440-Substack (2650-3239).xlsx;8923333333;-417672316;-504066427;1081760589;21;3;0.104;0.8;0.315692308;n;n;;1
1;8;440;2650-3239;2701;11008;IR_2019-06-17_0440-Substack (2650-3239).xlsx;9003333333;-313672316;-272376538;1104929578;45;1;0.787;0.433333333;-2.149714286;n;n;;2
1;8;440;2650-3239;2714;10221;IR_2019-06-17_0440-Substack (2650-3239).xlsx;9046666667;-1100672316;-1101843641;1021982868;58;2;0.304;0.266666667;1.0615;n;n;;2
1;8;440;2650-3239;2722;10525;IR_2019-06-17_0440-Substack (2650-3239).xlsx;9073333333;-796672316;-844412863;1047725945;66;3;0.125;1.033333333;0.198810484;n;n;;2
1;8;440;2650-3239;2753;1065;IR_2019-06-17_0440-Substack (2650-3239).xlsx;9176666667;-671672316;-612551537;1070912078;97;1;0.689;0.3;-2.799272727;n;n;;3
1;8;440;2650-3239;2762;9961;IR_2019-06-17_0440-Substack (2650-3239).xlsx;9206666667;-1360672316;-1329549913;9992122403;106;2;1.047;0.633333333;1.594330827;n;n;;3
1;8;440;2650-3239;2781;11008;IR_2019-06-17_0440-Substack (2650-3239).xlsx;927;-313672316;-351143267;1097052905;125;3;0.008;1.1;0.081735676;n;n;;3
1;8;440;2650-3239;2814;11016;IR_2019-06-17_0440-Substack (2650-3239).xlsx;938;-305672316;-286471645;1103520067;158;1;0.751;0.5;-1.552147059;n;n;;4
1;8;440;2650-3239;2829;10265;IR_2019-06-17_0440-Substack (2650-3239).xlsx;943;-1056672316;-998974317;10322698;173;2;1.696;1.366666667;0.624744348;n;n;;4
1;8;440;2650-3239;2870;11961;IR_2019-06-17_0440-Substack (2650-3239).xlsx;9566666667;639327684;331700761;1165337308;214;3;0.354;0.133333333;-2.661;n;n;;4
1;8;440;2650-3239;2874;11607;IR_2019-06-17_0440-Substack (2650-3239).xlsx;958;285327684;394469678;1171614199;218;1;0.247;0.533333333;-0.305147059;n;n;;5
1;8;440;2650-3239;2890;1136;IR_2019-06-17_0440-Substack (2650-3239).xlsx;9633333333;38327684;97475724;1141914804;234;2;0.329;0.2;1.881428571;n;n;;5
1;8;440;2650-3239;2896;11689;IR_2019-06-17_0440-Substack (2650-3239).xlsx;9653333333;367327684;384037103;1170570942;240;3;0.484;1.033333333;0.44666239;n;n;;5
1;8;440;2650-3239;2927;12173;IR_2019-06-17_0440-Substack (2650-3239).xlsx;9756666667;851327684;700426793;1202209911;271;1;0.895;0.633333333;-1.159601504;n;n;;6
1;8;440;2650-3239;2946;11278;IR_2019-06-17_0440-Substack (2650-3239).xlsx;982;-43672316;-3147271;1129019961;290;2;0.675;0.4;1.662197802;n;n;;6
1;9;440;IR_2019-06-17_0440_out.csv;2957;1281755953;IR_2019-06-17_0440_out.csv 15;9856666667;456108207;377120594;1273857191;58;1;0.972283882;0.5;-1.68780718;n;n;;1
1;9;440;IR_2019-06-17_0440_out.csv;2972;1184527564;IR_2019-06-17_0440_out.csv 15;9906666667;-516175675;-459145302;1190230602;73;2;0.63832455;0.3;2.105722035;n;n;;1
1;9;440;IR_2019-06-17_0440_out.csv;2981;1248360019;IR_2019-06-17_0440_out.csv 15;9936666667;122148875;70207046;1243165837;82;3;0.167150675;1.166666667;0.423839551;n;n;;1
1;9;440;IR_2019-06-17_0440_out.csv;3016;1265075087;IR_2019-06-17_0440_out.csv 15;1005333333;28929955;1612069;1252265822;117;1;1.38090083;0.333333333;-4.329750265;n;n;;2
1;9;440;IR_2019-06-17_0440_out.csv;3026;1126985004;IR_2019-06-17_0440_out.csv 15;1008666667;-109160128;-1013719211;1134773211;127;2;0.84480562;0.633333333;1.013698182;n;n;;2
1;9;440;IR_2019-06-17_0440_out.csv;3045;1211465566;IR_2019-06-17_0440_out.csv 15;1015;-24679566;-359322106;1200212921;146;3;0.819467415;1.3;0.52146998;n;n;;2
1;9;440;IR_2019-06-17_0440_out.csv;3084;1293412307;IR_2019-06-17_0440_out.csv 15;1028;572671755;322664593;1268411591;185;1;1.604848529;0.433333333;-2.397864605;n;n;;3
1;9;440;IR_2019-06-17_0440_out.csv;3097;1132927454;IR_2019-06-17_0440_out.csv 15;1032333333;-1032176774;-67322735;1168822397;198;2;1.379898164;0.233333333;6.317385571;n;n;;3
1;9;440;IR_2019-06-17_0440_out.csv;3104;1270917271;IR_2019-06-17_0440_out.csv 15;1034666667;34772139;157426104;1251887742;205;3;0.460161581;1;-0.754886225;n;n;;3
1;9;440;IR_2019-06-17_0440_out.csv;3134;1224901113;IR_2019-06-17_0440_out.csv 15;1044666667;-112440191;-36179082;1232527224;235;1;0.801018606;0.466666667;-2.001298395;n;n;;4
1;9;440;IR_2019-06-17_0440_out.csv;3148;1144799252;IR_2019-06-17_0440_out.csv 15;1049333333;-913458797;-1016630624;1134482069;249;2;NA;NA;NA;n;n;;4
2;3;488;IR_2019-06-18_0488_5001to9550_out.csv;2810;1730136442;IR_2019-06-18_0488_5001to9550_out.csv 16;9366666667;163374378;264985941;1740297598;11;1;0.31640289;0.266666667;-1.593354898;c;n;;1
2;3;488;IR_2019-06-18_0488_5001to9550_out.csv;2818;1698496153;IR_2019-06-18_0488_5001to9550_out.csv 16;9393333333;-153028512;-15303943;1698495061;19;2;0.521436891;0.533333333;0.423846268;c;n;;1
2;3;488;IR_2019-06-18_0488_5001to9550_out.csv;2834;1750639842;IR_2019-06-18_0488_5001to9550_out.csv 16;9446666667;368408379;172086734;1731007677;35;3;0;0.366666667;0.37622845;c;n;;1
2;3;488;IR_2019-06-18_0488_5001to9550_out.csv;2845;1750639842;IR_2019-06-18_0488_5001to9550_out.csv 16;9483333333;368408379;295578212;1743356825;46;1;0.719788289;0.233333333;-2.997997842;bc;n;;2
2;3;488;IR_2019-06-18_0488_5001to9550_out.csv;2852;1678661013;IR_2019-06-18_0488_5001to9550_out.csv 16;9506666667;-35137991;-222528496;1691546154;53;2;0.404146954;0.166666667;2.044729635;bc;n;;2
2;3;488;IR_2019-06-18_0488_5001to9550_out.csv;2857;1719075708;IR_2019-06-18_0488_5001to9550_out.csv 16;9523333333;52767044;-42267447;1709572259;58;3;0.213720723;1.5;-0.123671384;bc;n;;2
2;3;488;IR_2019-06-18_0488_5001to9550_out.csv;2902;1697703636;IR_2019-06-18_0488_5001to9550_out.csv 16;9673333333;-160953679;-157276719;1698071332;103;1;0.357400674;0.266666667;-1.64050396;c;n;3;3
2;3;488;IR_2019-06-18_0488_5001to9550_out.csv;2910;1661963569;IR_2019-06-18_0488_5001to9550_out.csv 16;97;-518354353;-557330451;1658065959;111;2;0.555308624;0.366666667;1.879715279;c;n;3;3
2;3;488;IR_2019-06-18_0488_5001to9550_out.csv;2921;1717494431;IR_2019-06-18_0488_5001to9550_out.csv 16;9736666667;36954271;29694216;1716768426;122;3;0.023724666;1.266666667;-0.078064723;c;n;3;3
2;3;488;IR_2019-06-18_0488_5001to9550_out.csv;2959;1715121964;IR_2019-06-18_0488_5001to9550_out.csv 16;9863333333;13229604;3089508;1714107955;160;1;0.205891345;0.166666667;-1.235551561;ac;n;;4
2;3;488;IR_2019-06-18_0488_5001to9550_out.csv;2964;169453283;IR_2019-06-18_0488_5001to9550_out.csv 16;988;-19266174;-209312778;1692867726;165;2;0.363931154;0.266666667;1.883311285;ac;n;;4
2;3;488;IR_2019-06-18_0488_5001to9550_out.csv;2972;1730925945;IR_2019-06-18_0488_5001to9550_out.csv 16;9906666667;171269414;197717437;1733570748;173;3;0.047354879;1.166666667;-0.043414513;ac;n;;4
2;3;488;IR_2019-06-18_0488_5001to9550_out.csv;3007;1735661433;IR_2019-06-18_0488_5001to9550_out.csv 16;1002333333;218624293;210676168;1734866621;208;1;0.427144503;0.466666667;-1.121261442;n;n;;5
2;3;488;IR_2019-06-18_0488_5001to9550_out.csv;3021;1692946983;IR_2019-06-18_0488_5001to9550_out.csv 16;1007;-20852021;-256398831;1688159121;220;2;NA;NA;NA;n;n;;5
3;8;513;285-574;296;13009;IR_2019-06-19_0513-285-574.xlsx;9866666667;97445783;51917285;129634715;12;1;1.244;0.866666667;-1.02967033;bc;n;;1
3;8;513;285-574;322;11765;IR_2019-06-19_0513-285-574.xlsx;1073333333;-1146554217;-1064148638;1184740558;38;2;0.857;0.266666667;4.8;bc;n;;1
3;8;513;285-574;330;12622;IR_2019-06-19_0513-285-574.xlsx;11;-289554217;-63931321;128476229;46;3;1.198;1.466666667;0.473976285;bc;n;;1
3;8;513;285-574;374;1382;IR_2019-06-19_0513-285-574.xlsx;1246666667;908445783;853508228;1376506244;90;1;1.765;0.733333333;-2.453389328;c;n;4;2
3;8;513;285-574;396;12055;IR_2019-06-19_0513-285-574.xlsx;132;-856554217;-844117789;1206743643;112;2;1.882;0.433333333;3.562021978;c;n;4;2
3;8;513;285-574;409;13937;IR_2019-06-19_0513-285-574.xlsx;1363333333;1025445783;671220527;1358277474;125;3;0.802;0.966666667;-0.266756396;c;n;4;2
3;8;513;285-574;438;13135;IR_2019-06-19_0513-285-574.xlsx;146;223445783;375141659;1328669588;154;1;1.72;0.2;-8.5425;ac;n;;3
3;8;513;285-574;444;11415;IR_2019-06-19_0513-285-574.xlsx;148;-1496554217;-644353279;1226720094;160;2;NA;NA;NA;ac;n;;3
3;8;513;1383-1540;1387;10598;IR_2019-06-19_0513-1383-1540.xlsx;4623333333;-1349146154;-633753837;1131339232;5;2;0.92;0.133333333;7.083;n;n;;1
3;8;513;1383-1540;1391;11518;IR_2019-06-19_0513-1383-1540.xlsx;4636666667;-429146154;-332340452;116148057;9;3;0.409;0.333333333;0.351;n;n;;1
3;8;513;1383-1540;1401;11927;IR_2019-06-19_0513-1383-1540.xlsx;467;-20146154;-388583049;1155856311;19;1;0.846;0.233333333;-2.960357143;n;n;;2
3;8;513;1383-1540;1408;11081;IR_2019-06-19_0513-1383-1540.xlsx;4693333333;-866146154;-843224035;1110392212;26;2;0.838;0.666666667;0.949145155;n;n;;2
3;8;513;1383-1540;1428;11919;IR_2019-06-19_0513-1383-1540.xlsx;476;-28146154;-38879291;1190826686;46;3;0.288;0.3;0.471246154;n;n;;2
3;8;513;1383-1540;1437;12207;IR_2019-06-19_0513-1383-1540.xlsx;479;259853846;18788199;1196593435;55;1;1.307;0.433333333;-1.479060355;bc;n;;3
3;8;513;1383-1540;1450;109;IR_2019-06-19_0513-1383-1540.xlsx;4833333333;-1047146154;-593316087;1135383007;68;2;1.129;0.2;6.39;bc;n;;3
3;8;513;1383-1540;1456;12029;IR_2019-06-19_0513-1383-1540.xlsx;4853333333;81853846;8497305;120321192;74;3;0.136;0.633333333;0.320883921;bc;n;;3
3;8;513;1383-1540;1475;11893;IR_2019-06-19_0513-1383-1540.xlsx;4916666667;-54146154;254983065;1220212922;93;1;0.094;0.2;-2.289642857;c;y;75;4
3;8;513;1383-1540;1481;11987;IR_2019-06-19_0513-1383-1540.xlsx;4936666667;39853846;-134112618;1181303354;99;2;1.098;0.366666667;3.863601399;c;y;75;4
3;8;513;1383-1540;1492;13085;IR_2019-06-19_0513-1383-1540.xlsx;4973333333;1137853846;1260668605;1320781476;110;3;0.379;0.233333333;-1.4825;c;y;75;4
3;8;513;1383-1540;1499;12706;IR_2019-06-19_0513-1383-1540.xlsx;4996666667;758853846;1150084;1309723015;117;1;NA;NA;NA;ac;n;;5
3;10;519;IR_2019-06-19_0519-0001-5000_out.csv;46;1403328318;IR_2019-06-19_0519-0001-5000_out.csv 17;1533333333;-1000274551;-776827228;1425673051;9;2;1.778639704;0.5;3.719609653;n;n;;1
3;10;519;IR_2019-06-19_0519-0001-5000_out.csv;61;1581192289;IR_2019-06-19_0519-0001-5000_out.csv 17;2033333333;778365153;729014658;1576257239;20;3;0.032148804;0.333333333;-0.035027917;n;n;;1
3;10;519;IR_2019-06-19_0519-0001-5000_out.csv;71;1577977408;IR_2019-06-19_0519-0001-5000_out.csv 17;2366666667;746216349;732434899;1576599263;30;1;0.994659113;0.533333333;-2.012499901;n;n;;2
3;10;519;IR_2019-06-19_0519-0001-5000_out.csv;87;1478511497;IR_2019-06-19_0519-0001-5000_out.csv 17;29;-248442763;-23572665;1479783108;46;2;0.413859615;0.2;2.495606304;n;y;;2
3;10;519;IR_2019-06-19_0519-0001-5000_out.csv;93;1519897459;IR_2019-06-19_0519-0001-5000_out.csv 17;31;165416851;216357278;1524991501;52;3;0.072821067;0.933333333;0.013239348;n;y;;2
3;10;519;IR_2019-06-19_0519-0001-5000_out.csv;121;1527179565;IR_2019-06-19_0519-0001-5000_out.csv 17;4033333333;238237919;73313763;151068715;80;1;1.181066954;0.5;-1.681181829;n;y;;3
3;10;519;IR_2019-06-19_0519-0001-5000_out.csv;136;140907287;IR_2019-06-19_0519-0001-5000_out.csv 17;4533333333;-942829036;-743329087;1429022865;95;2;0.897515821;0.2;5.296131745;n;y;;3
3;10;519;IR_2019-06-19_0519-0001-5000_out.csv;142;1498824452;IR_2019-06-19_0519-0001-5000_out.csv 17;4733333333;-45313215;8750337;151210611;101;3;0.364388971;0.766666667;0.506604737;n;n;;3
3;10;519;IR_2019-06-19_0519-5001-9998_out.csv;150;1644435604;IR_2019-06-19_0519-5001-9998_out.csv 21;5;161622001;129289031;1641202307;1;2;0.071749235;0.2;0.392860096;n;n;;1
3;10;519;IR_2019-06-19_0519-5001-9998_out.csv;156;1651610528;IR_2019-06-19_0519-5001-9998_out.csv 21;52;233371236;345295196;1662802924;7;3;0.095571031;0.3;-0.14300596;n;n;;1
3;10;519;IR_2019-06-19_0519-0001-5000_out.csv;165;1535263349;IR_2019-06-19_0519-0001-5000_out.csv 17;55;319075756;399769883;1543332762;124;1;1.048885015;0.533333333;-1.466959397;n;n;;4
3;10;519;IR_2019-06-19_0519-5001-9998_out.csv;165;1661167631;IR_2019-06-19_0519-5001-9998_out.csv 21;55;328942267;307678256;1659041229;16;1;0.623154729;0.3;-2.552889942;n;n;;2
3;10;519;IR_2019-06-19_0519-5001-9998_out.csv;174;1598852158;IR_2019-06-19_0519-5001-9998_out.csv 21;58;-294212462;-310195463;1597253858;25;2;0.853673685;0.433333333;1.59511374;n;n;;2
3;10;519;IR_2019-06-19_0519-0001-5000_out.csv;181;1430374848;IR_2019-06-19_0519-0001-5000_out.csv 17;6033333333;-729809259;-344859299;1468869844;140;2;1.097350182;0.233333333;4.561867139;n;n;;4
